data,ativo,valor
2020-04-21,BTC-USD,100.109375
2020-04-21,ETH-USD,4.6256256103515625
2020-04-21,USDT-USD,0.013813972473144531
2020-04-22,BTC-USD,278.083984375
2020-04-22,ETH-USD,11.924407958984375
2020-04-22,USDT-USD,0.0130690336227417
2020-04-23,BTC-USD,410.1904296875
2020-04-23,ETH-USD,8.748214721679688
2020-04-23,USDT-USD,0.027958035469055176
2020-04-24,BTC-USD,140.01416015625
2020-04-24,ETH-USD,4.98828125
2020-04-24,USDT-USD,0.02006298303604126
2020-04-25,BTC-USD,119.69140625
2020-04-25,ETH-USD,8.332839965820312
2020-04-25,USDT-USD,0.015304982662200928
2020-04-26,BTC-USD,139.1865234375
2020-04-26,ETH-USD,4.576904296875
2020-04-26,USDT-USD,0.019360005855560303
2020-04-27,BTC-USD,116.18212890625
2020-04-27,ETH-USD,6.0986328125
2020-04-27,USDT-USD,0.013356029987335205
2020-04-28,BTC-USD,83.720703125
2020-04-28,ETH-USD,3.9371185302734375
2020-04-28,USDT-USD,0.009243011474609375
2020-04-29,BTC-USD,1085.70458984375
2020-04-29,ETH-USD,20.330123901367188
2020-04-29,USDT-USD,0.021877944469451904
2020-04-30,BTC-USD,907.39453125
2020-04-30,ETH-USD,21.0927734375
2020-04-30,USDT-USD,0.025934994220733643
2020-05-01,BTC-USD,380.259765625
2020-05-01,ETH-USD,9.847137451171875
2020-05-01,USDT-USD,0.013243019580841064
2020-05-02,BTC-USD,195.8212890625
2020-05-02,ETH-USD,2.9688568115234375
2020-05-02,USDT-USD,0.01509004831314087
2020-05-03,BTC-USD,336.8095703125
2020-05-03,ETH-USD,10.578506469726562
2020-05-03,USDT-USD,0.014687001705169678
2020-05-04,BTC-USD,311.8818359375
2020-05-04,ETH-USD,12.780654907226562
2020-05-04,USDT-USD,0.016370058059692383
2020-05-05,BTC-USD,205.587890625
2020-05-05,ETH-USD,7.74749755859375
2020-05-05,USDT-USD,0.019544005393981934
2020-05-06,BTC-USD,444.76171875
2020-05-06,ETH-USD,7.493743896484375
2020-05-06,USDT-USD,0.02052396535873413
2020-05-07,BTC-USD,854.341796875
2020-05-07,ETH-USD,12.317626953125
2020-05-07,USDT-USD,0.031533002853393555
2020-05-08,BTC-USD,229.5703125
2020-05-08,ETH-USD,7.4969482421875
2020-05-08,USDT-USD,0.015800952911376953
2020-05-09,BTC-USD,333.21875
2020-05-09,ETH-USD,5.6676025390625
2020-05-09,USDT-USD,0.011709034442901611
2020-05-10,BTC-USD,1200.4736328125
2020-05-10,ETH-USD,28.841033935546875
2020-05-10,USDT-USD,0.07350599765777588
2020-05-11,BTC-USD,659.1474609375
2020-05-11,ETH-USD,10.643997192382812
2020-05-11,USDT-USD,0.05158597230911255
2020-05-12,BTC-USD,380.2548828125
2020-05-12,ETH-USD,5.8995513916015625
2020-05-12,USDT-USD,0.011131048202514648
2020-05-13,BTC-USD,512.4912109375
2020-05-13,ETH-USD,11.069625854492188
2020-05-13,USDT-USD,0.012357056140899658
2020-05-14,BTC-USD,538.2333984375
2020-05-14,ETH-USD,7.248779296875
2020-05-14,USDT-USD,0.015569984912872314
2020-05-15,BTC-USD,494.4296875
2020-05-15,ETH-USD,9.810714721679688
2020-05-15,USDT-USD,0.030305981636047363
2020-05-16,BTC-USD,303.5107421875
2020-05-16,ETH-USD,8.269607543945312
2020-05-16,USDT-USD,0.00857001543045044
2020-05-17,BTC-USD,473.4560546875
2020-05-17,ETH-USD,9.058135986328125
2020-05-17,USDT-USD,0.013846993446350098
2020-05-18,BTC-USD,335.6708984375
2020-05-18,ETH-USD,8.799392700195312
2020-05-18,USDT-USD,0.017669975757598877
2020-05-19,BTC-USD,296.423828125
2020-05-19,ETH-USD,4.461883544921875
2020-05-19,USDT-USD,0.014346003532409668
2020-05-20,BTC-USD,357.5927734375
2020-05-20,ETH-USD,6.7410125732421875
2020-05-20,USDT-USD,0.02033698558807373
2020-05-21,BTC-USD,685.3115234375
2020-05-21,ETH-USD,18.27874755859375
2020-05-21,USDT-USD,0.019414067268371582
2020-05-22,BTC-USD,224.2978515625
2020-05-22,ETH-USD,10.550674438476562
2020-05-22,USDT-USD,0.00917196273803711
2020-05-23,BTC-USD,184.3935546875
2020-05-23,ETH-USD,5.0922393798828125
2020-05-23,USDT-USD,0.01104801893234253
2020-05-24,BTC-USD,501.1533203125
2020-05-24,ETH-USD,8.2247314453125
2020-05-24,USDT-USD,0.020272016525268555
2020-05-25,BTC-USD,231.337890625
2020-05-25,ETH-USD,5.6938934326171875
2020-05-25,USDT-USD,0.013126969337463379
2020-05-26,BTC-USD,234.673828125
2020-05-26,ETH-USD,5.4882659912109375
2020-05-26,USDT-USD,0.014189958572387695
2020-05-27,BTC-USD,369.1630859375
2020-05-27,ETH-USD,7.078369140625
2020-05-27,USDT-USD,0.0144539475440979
2020-05-28,BTC-USD,397.8623046875
2020-05-28,ETH-USD,14.033843994140625
2020-05-28,USDT-USD,0.012872040271759033
2020-05-29,BTC-USD,194.328125
2020-05-29,ETH-USD,5.97882080078125
2020-05-29,USDT-USD,0.008955955505371094
2020-05-30,BTC-USD,337.30078125
2020-05-30,ETH-USD,25.198684692382812
2020-05-30,USDT-USD,0.013435959815979004
2020-05-31,BTC-USD,268.046875
2020-05-31,ETH-USD,13.992431640625
2020-05-31,USDT-USD,0.01185905933380127
2020-06-01,BTC-USD,748.666015625
2020-06-01,ETH-USD,17.74822998046875
2020-06-01,USDT-USD,0.017782926559448242
2020-06-02,BTC-USD,721.76953125
2020-06-02,ETH-USD,18.9967041015625
2020-06-02,USDT-USD,0.03943896293640137
2020-06-03,BTC-USD,211.0126953125
2020-06-03,ETH-USD,8.714874267578125
2020-06-03,USDT-USD,0.009989023208618164
2020-06-04,BTC-USD,362.36328125
2020-06-04,ETH-USD,9.163665771484375
2020-06-04,USDT-USD,0.018782973289489746
2020-06-05,BTC-USD,206.0205078125
2020-06-05,ETH-USD,6.6474456787109375
2020-06-05,USDT-USD,0.016923964023590088
2020-06-06,BTC-USD,182.4072265625
2020-06-06,ETH-USD,6.2565155029296875
2020-06-06,USDT-USD,0.01658695936203003
2020-06-07,BTC-USD,310.34765625
2020-06-07,ETH-USD,9.110000610351562
2020-06-07,USDT-USD,0.010728001594543457
2020-06-08,BTC-USD,106.4208984375
2020-06-08,ETH-USD,5.1020050048828125
2020-06-08,USDT-USD,0.012180924415588379
2020-06-09,BTC-USD,171.6494140625
2020-06-09,ETH-USD,6.0038909912109375
2020-06-09,USDT-USD,0.01961904764175415
2020-06-10,BTC-USD,180.60546875
2020-06-10,ETH-USD,5.8314056396484375
2020-06-10,USDT-USD,0.022484004497528076
2020-06-11,BTC-USD,675.228515625
2020-06-11,ETH-USD,19.945327758789062
2020-06-11,USDT-USD,0.015102982521057129
2020-06-12,BTC-USD,254.6142578125
2020-06-12,ETH-USD,9.709625244140625
2020-06-12,USDT-USD,0.010400950908660889
2020-06-13,BTC-USD,97.2021484375
2020-06-13,ETH-USD,3.3034210205078125
2020-06-13,USDT-USD,0.00548398494720459
2020-06-14,BTC-USD,134.6767578125
2020-06-14,ETH-USD,6.1432647705078125
2020-06-14,USDT-USD,0.011497974395751953
2020-06-15,BTC-USD,514.6845703125
2020-06-15,ETH-USD,12.996078491210938
2020-06-15,USDT-USD,0.01510697603225708
2020-06-16,BTC-USD,178.9853515625
2020-06-16,ETH-USD,7.9681549072265625
2020-06-16,USDT-USD,0.0065239667892456055
2020-06-17,BTC-USD,213.0830078125
2020-06-17,ETH-USD,6.6124114990234375
2020-06-17,USDT-USD,0.007436990737915039
2020-06-18,BTC-USD,154.38671875
2020-06-18,ETH-USD,5.6192169189453125
2020-06-18,USDT-USD,0.007243037223815918
2020-06-19,BTC-USD,166.580078125
2020-06-19,ETH-USD,5.3589324951171875
2020-06-19,USDT-USD,0.01190406084060669
2020-06-20,BTC-USD,147.591796875
2020-06-20,ETH-USD,4.8083953857421875
2020-06-20,USDT-USD,0.014735996723175049
2020-06-21,BTC-USD,100.6767578125
2020-06-21,ETH-USD,3.8659515380859375
2020-06-21,USDT-USD,0.008427977561950684
2020-06-22,BTC-USD,358.201171875
2020-06-22,ETH-USD,14.841278076171875
2020-06-22,USDT-USD,0.012791037559509277
2020-06-23,BTC-USD,123.2939453125
2020-06-23,ETH-USD,5.10467529296875
2020-06-23,USDT-USD,0.012033998966217041
2020-06-24,BTC-USD,402.1337890625
2020-06-24,ETH-USD,15.700286865234375
2020-06-24,USDT-USD,0.015021026134490967
2020-06-25,BTC-USD,244.8369140625
2020-06-25,ETH-USD,5.756805419921875
2020-06-25,USDT-USD,0.012860000133514404
2020-06-26,BTC-USD,208.7783203125
2020-06-26,ETH-USD,4.6424713134765625
2020-06-26,USDT-USD,0.009720027446746826
2020-06-27,BTC-USD,209.59375
2020-06-27,ETH-USD,11.928848266601562
2020-06-27,USDT-USD,0.01603597402572632
2020-06-28,BTC-USD,222.021484375
2020-06-28,ETH-USD,9.1256103515625
2020-06-28,USDT-USD,0.024719953536987305
2020-06-29,BTC-USD,195.697265625
